"","SRR1033183","SRR1033278","SRR1033010","SRR1033228","SRR1033161","SRR1032930","SRR1032912","SRR1032941","SRR1033275","SRR1032971","SRR1032972","SRR1032981","SRR1032945","SRR1032948","SRR1032953","SRR1032982","SRR1032924","SRR1032964","SRR1032985","SRR1032989"
"LOC100134868",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"LOC100144595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100144597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100144602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100144603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100144604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100169752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100188947",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100190940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100190986",12,17,2,26,15,19,3,2,31,0,0,0,0,21,0,17,21,24,0,1
"LOC100192426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100216479",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100216545",0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC100216546",0,0,18,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0
"LOC100233156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100240734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100240735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100268168",1,31,18,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"LOC100270679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100270746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100270804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100271702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100271722",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"LOC100271832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100271836",1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100272216",0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0
"LOC100272217",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,21,0,0
"LOC100272228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100286793",0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,3,0,0,3
"LOC100286922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287015",0,1,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0
"LOC100287036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287042",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287072",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287177",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100287225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287314",0,0,0,0,5,0,0,41,3,0,0,0,0,12,63,0,0,0,12,0
"LOC100287534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287792",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287846",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100287879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100287944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288069",0,0,3,5,1,4,0,3,0,0,7,0,0,1,0,0,0,0,0,0
"LOC100288079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LOC100288198",0,2,0,1,1,3,0,1,3,0,1,0,0,0,0,0,0,0,2,0
"LOC100288346",8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"LOC100288432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288637",9,16,0,2,10,0,7,0,2,0,0,6,0,0,41,0,0,0,0,3
"LOC100288748",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100288778",0,0,0,0,0,0,3,0,0,0,4,1,4,0,2,0,2,0,0,0
"LOC100288814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288911",0,0,0,0,0,17,0,0,0,0,14,0,0,0,0,5,0,0,0,0
"LOC100288966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100288974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289019",4,0,0,13,12,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0
"LOC100289092",0,0,14,0,0,4,9,3,0,15,90,63,53,5,4,0,82,41,0,5
"LOC100289137",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"LOC100289187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289341",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
"LOC100289361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289473",0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289511",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289561",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100289673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100292680",5,0,17,6,48,0,0,12,18,0,0,0,0,17,0,0,0,11,35,0
"LOC100294145",0,5,77,0,0,1,86,0,0,0,53,0,39,0,0,1,0,133,0,90
"LOC100294362",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100302640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100303749",10,0,0,10,0,0,0,0,0,29,0,0,0,0,0,2,13,1,0,0
"LOC100335030",0,1,0,6,39,0,2,0,3,0,0,3,0,0,0,0,16,0,17,0
"LOC100379224",0,0,0,0,0,0,1,0,57,0,60,0,0,0,0,0,0,0,0,60
"LOC100422737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100498859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100499183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100499194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100499227",0,0,0,0,0,0,0,6,0,0,2,5,0,0,0,0,0,0,0,0
"LOC100499405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100499484",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100499484-C9ORF174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100499489",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LOC100500773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505549",0,54,0,0,7,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0
"LOC100505619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505633",33,0,0,22,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505648",0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"LOC100505658",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"LOC100505659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505679",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505687",0,23,81,0,0,58,1,0,57,0,0,0,35,0,0,0,0,0,0,0
"LOC100505695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505715",0,0,0,0,24,1,0,0,0,0,0,0,0,3,0,0,0,0,33,0
"LOC100505716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"LOC100505718",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505738",0,1,0,12,15,0,0,0,0,8,0,0,0,3,2,0,3,0,0,0
"LOC100505761",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LOC100505768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505783",75,0,0,27,0,0,0,0,0,81,0,0,0,0,27,0,0,3,0,0
"LOC100505795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505806",0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,4,0
"LOC100505812",0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0
"LOC100505817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505839",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LOC100505841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505876",18,4,43,54,15,7,30,14,5,0,3,2,43,3,26,24,5,21,37,36
"LOC100505912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505933",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"LOC100505964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100505989",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100506013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506054",0,0,0,0,0,0,4,13,0,5,0,2,0,106,9,83,69,0,50,2
"LOC100506060",0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100506071",0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506083",0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0
"LOC100506085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506100",0,0,0,0,0,34,69,3,16,0,0,0,0,56,124,0,0,0,0,0
"LOC100506122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506123",0,0,0,2,0,0,0,6,0,0,8,0,0,0,0,29,3,0,1,0
"LOC100506124",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506134",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506190",0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,0,0,0,0
"LOC100506195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506233",4,0,0,0,0,2,8,76,21,133,140,0,0,0,1,8,9,38,244,0
"LOC100506241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506305",0,1,0,8,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100506314",0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506321",0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
"LOC100506343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506385",0,7,0,40,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
"LOC100506388",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506394",0,5,0,3,55,68,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LOC100506403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506451",0,0,0,66,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"LOC100506469",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"LOC100506472",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506548",1,0,46,24,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0
"LOC100506585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506599",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC100506655",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506668",139,0,0,1,112,0,0,8,0,0,11,0,0,23,0,1,0,0,1,0
"LOC100506688",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506710",0,44,80,5,0,0,10,5,29,0,18,4,0,8,0,3,120,0,88,0
"LOC100506713",0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LOC100506714",0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,31,0
"LOC100506730",0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,23,0,0,2,0
"LOC100506746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506804",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC100506810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LOC100506844",0,0,110,27,11,34,7,0,117,1,22,96,144,105,0,10,2,64,0,21
"LOC100506874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506963",2,152,310,45,205,86,0,117,74,101,58,0,2,57,5,87,0,139,0,125
"LOC100506990",28,13,1,1,4,25,1,46,33,5,0,2,0,1,0,0,0,4,0,0
"LOC100507003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507032",50,0,0,0,0,2,0,0,0,29,20,0,0,1,0,0,0,0,0,0
"LOC100507053",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507066",0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"LOC100507091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507117",0,0,0,17,0,206,0,0,0,0,0,0,69,0,0,0,0,182,27,0
"LOC100507118",28,29,0,37,49,8,11,26,8,12,8,1,1,0,2,0,22,5,2,7
"LOC100507140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507217",19,126,0,58,27,32,18,19,10,52,39,99,30,12,28,5,56,0,5,1
"LOC100507244",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507266",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507299",0,0,16,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
"LOC100507300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507334",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC100507346",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"LOC100507351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507373",0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507424",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507462",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
"LOC100507463",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
"LOC100507557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507564",0,0,0,10,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC100507577",0,34,0,1,0,14,0,29,0,0,0,15,0,0,0,0,0,0,0,5
"LOC100507584",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507632",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"LOC100507634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100507651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100508120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"LOC100527964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100616530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100630918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100630923",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100631378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100652739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100652768",0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
"LOC100652770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100652772",0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0
"LOC100652791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100652909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100652999",0,0,0,0,0,0,0,41,0,0,44,0,1,0,54,0,0,0,0,0
"LOC100653515",0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100862671",0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"LOC100873065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100996291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC100996307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100996455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101054525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101055625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101059948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC113230",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC115110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC116437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC143666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC144486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC144742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC145474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"LOC145783",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"LOC145820",0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC145837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
